gene,expr,timepoint
PF3D7_1037000,1.440577,12
PF3D7_1037000,1.301086,21
PF3D7_1037000,6.243250,48
PF3D7_1037000,1.309200,63
PF3D7_0107800,1.145976,15
PF3D7_0107800,3.481960,48
PF3D7_0107800,1.184365,63
PF3D7_1117100,1.000000,18
PF3D7_1117100,29.566100,48
PF3D7_1012200,2.113230,18
PF3D7_1012200,1.361241,24
PF3D7_1012200,1.259105,33
PF3D7_1012200,424.565000,48
PF3D7_0713500,4.506590,33
PF3D7_0713500,11.730500,51
PF3D7_0713500,11.548600,63
PF3D7_0924200,1.178849,6
PF3D7_0924200,2.395630,18
PF3D7_0924200,1.578869,54
PF3D7_1361500,1.407531,21
PF3D7_1361500,1.210110,27
PF3D7_0902800,1.262946,12
PF3D7_0902800,1.228875,18
PF3D7_0902800,1.417765,24
PF3D7_0902800,18.586300,48
PF3D7_0902800,1.354649,66
PF3D7_1136700,1.721095,15
PF3D7_1136700,1.243215,21
PF3D7_1136700,1.000000,30
PF3D7_1218000,2.128580,18
PF3D7_1218000,1.134270,30
PF3D7_0102400,1.403891,15
PF3D7_0102400,1.304895,24
PF3D7_0102400,7.239200,48
PF3D7_0905500,1.143818,18
PF3D7_0905500,1.000000,24
PF3D7_0419700,1.243488,27
PF3D7_0419700,1.150658,33
PF3D7_0802100,1.187342,18
PF3D7_0802100,1.124783,24
PF3D7_0802100,90.048100,48
PF3D7_0802100,1.257100,66
PF3D7_1038900,1.423665,18
PF3D7_1038900,1.577408,24
PF3D7_1038900,1.622671,57
PF3D7_0203000,1.328655,27
PF3D7_1476300,1.337012,15
PF3D7_1476300,1.238508,24
PF3D7_1476300,168.642000,48
